geometry,building,x,y
"POLYGON ((1965542.044328699 8372557.956868764, 1965554.489847769 8372557.712867485, 1965565.521609307 8372557.491048144, 1965565.877831677 8372575.303162456, 1965566.478956928 8372604.539079725, 1965567.258193363 8372643.047262958, 1965567.491964294 8372654.826015859, 1965584.156492066 8372654.493282462, 1965622.673035881 8372653.716904616, 1965634.907047919 8372653.472900159, 1965633.604609876 8372589.011643377, 1965633.125936066 8372565.254729041, 1965727.458072564 8372563.324899028, 1965729.172392722 8372647.97171104, 1965792.991856794 8372646.685143202, 1965791.210744942 8372558.799782352, 1965822.113035585 8372558.178688125, 1965855.842841296 8372557.491048144, 1965890.518862678 8372556.803408227, 1965919.695701215 8372556.204496098, 1965921.988882725 8372669.288841749, 1965891.465078349 8372669.90994534, 1965891.042064285 8372649.391372354, 1965898.277831186 8372649.236096881, 1965898.032928306 8372637.102438138, 1965897.209164075 8372596.198624133, 1965896.864073653 8372579.406831257, 1965815.155567411 8372581.048299414, 1965815.378206393 8372592.316766377, 1965816.13517893 8372629.627049549, 1965817.047998754 8372674.767864491, 1965768.390249329 8372675.766067454, 1965724.819800632 8372676.631176795, 1965707.79905049 8372676.986093482, 1965707.008682105 8372637.679174663, 1965705.951146943 8372585.529065713, 1965657.660751837 8372586.505074576, 1965658.629231406 8372634.107845356, 1965659.486391486 8372676.675541378, 1965544.504489445 8372679.004682443, 1965542.044328699 8372557.956868764))",apartments,"[1965542.0443286987, 1965554.4898477695, 1965565.5216093073, 1965565.8778316774, 1965566.4789569275, 1965567.2581933634, 1965567.491964294, 1965584.1564920659, 1965622.6730358806, 1965634.9070479185, 1965633.6046098762, 1965633.1259360658, 1965727.458072564, 1965729.1723927222, 1965792.9918567939, 1965791.2107449416, 1965822.1130355855, 1965855.8428412958, 1965890.518862678, 1965919.695701215, 1965921.9888827251, 1965891.4650783495, 1965891.0420642847, 1965898.2778311863, 1965898.0329283064, 1965897.2091640746, 1965896.8640736532, 1965815.1555674106, 1965815.3782063928, 1965816.13517893, 1965817.0479987543, 1965768.3902493287, 1965724.8198006323, 1965707.7990504897, 1965707.0086821055, 1965705.9511469426, 1965657.6607518366, 1965658.6292314061, 1965659.4863914857, 1965544.5044894454, 1965542.0443286987]","[8372557.956868764, 8372557.712867485, 8372557.491048144, 8372575.3031624565, 8372604.539079725, 8372643.047262958, 8372654.826015859, 8372654.4932824625, 8372653.716904616, 8372653.472900159, 8372589.011643377, 8372565.254729041, 8372563.324899028, 8372647.97171104, 8372646.685143202, 8372558.799782352, 8372558.178688125, 8372557.491048144, 8372556.803408227, 8372556.204496098, 8372669.288841749, 8372669.90994534, 8372649.391372354, 8372649.236096881, 8372637.102438138, 8372596.198624133, 8372579.406831257, 8372581.048299414, 8372592.316766377, 8372629.627049549, 8372674.767864491, 8372675.766067454, 8372676.631176795, 8372676.986093482, 8372637.6791746635, 8372585.529065713, 8372586.5050745765, 8372634.107845356, 8372676.675541378, 8372679.004682443, 8372557.956868764]"
"POLYGON ((1965512.04372593 8372297.922627895, 1965490.826230985 8372183.047331551, 1965501.178943628 8372181.139782363, 1965513.056733296 8372178.943883327, 1965515.205199468 8372190.566629099, 1965528.006940909 8372259.859867671, 1965530.923511569 8372275.67496505, 1965544.114871227 8372273.235045987, 1965587.807771364 8372265.161137766, 1965598.449914684 8372263.187024187, 1965594.809767335 8372243.468098466, 1965587.217778062 8372202.389020974, 1965578.089579817 8372152.948037325, 1965600.286686281 8372148.844605849, 1965637.767958832 8372141.92422928, 1965666.677630591 8372136.600867111, 1965673.156424955 8372171.690766904, 1965683.709512682 8372228.828660161, 1965687.538903165 8372249.545691998, 1965704.370410173 8372246.440351609, 1965734.63817972 8372240.850742211, 1965749.15424132 8372238.166843965, 1965746.070691425 8372221.442409137, 1965740.103966718 8372189.14705611, 1965733.502720914 8372153.436013114, 1965732.133491177 8372146.005476215, 1965753.907583576 8372141.968590647, 1965775.136210471 8372256.93197117, 1965670.429097431 8372276.251673308, 1965649.267262231 8372161.709425698, 1965604.694938117 8372169.938486025, 1965625.433759252 8372282.196207222, 1965542.111120393 8372297.589910609, 1965541.176036671 8372292.532609701, 1965512.04372593 8372297.922627895))",apartments,"[1965512.0437259302, 1965490.8262309849, 1965501.1789436284, 1965513.0567332963, 1965515.2051994684, 1965528.0069409094, 1965530.9235115687, 1965544.1148712274, 1965587.8077713638, 1965598.449914684, 1965594.8097673347, 1965587.2177780624, 1965578.0895798174, 1965600.2866862814, 1965637.767958832, 1965666.677630591, 1965673.1564249552, 1965683.7095126822, 1965687.5389031654, 1965704.3704101734, 1965734.63817972, 1965749.1542413195, 1965746.070691425, 1965740.103966718, 1965733.5027209143, 1965732.133491177, 1965753.9075835764, 1965775.136210471, 1965670.4290974305, 1965649.2672622309, 1965604.6949381172, 1965625.4337592518, 1965542.111120393, 1965541.1760366706, 1965512.0437259302]","[8372297.922627895, 8372183.047331551, 8372181.139782363, 8372178.943883327, 8372190.566629099, 8372259.859867671, 8372275.67496505, 8372273.235045987, 8372265.161137766, 8372263.187024187, 8372243.468098466, 8372202.389020974, 8372152.948037325, 8372148.844605849, 8372141.92422928, 8372136.600867111, 8372171.690766904, 8372228.828660161, 8372249.545691998, 8372246.440351609, 8372240.850742211, 8372238.166843965, 8372221.442409137, 8372189.14705611, 8372153.436013114, 8372146.005476215, 8372141.968590647, 8372256.93197117, 8372276.251673308, 8372161.709425698, 8372169.938486025, 8372282.196207222, 8372297.589910609, 8372292.532609701, 8372297.922627895]"
"POLYGON ((1965497.215969756 8371326.829152242, 1965517.709888011 8371314.187570754, 1965527.99580896 8371330.821235114, 1965548.400671623 8371363.866892949, 1965561.280336708 8371384.714565343, 1965540.786418453 8371397.356267734, 1965497.215969756 8371326.829152242))",apartments,"[1965497.2159697565, 1965517.7098880112, 1965527.9958089604, 1965548.400671623, 1965561.2803367078, 1965540.7864184526, 1965497.2159697565]","[8371326.829152242, 8371314.1875707535, 8371330.821235114, 8371363.866892949, 8371384.714565343, 8371397.356267734, 8371326.829152242]"
"POLYGON ((1965734.070450317 8371053.265732849, 1965749.799894366 8371030.334327155, 1965839.768306826 8371092.076301485, 1965824.049994725 8371115.007899183, 1965734.070450317 8371053.265732849))",apartments,"[1965734.070450317, 1965749.799894366, 1965839.7683068255, 1965824.049994725, 1965734.070450317]","[8371053.265732849, 8371030.334327155, 8371092.076301485, 8371115.007899183, 8371053.265732849]"
"POLYGON ((1965606.765480646 8370912.773182378, 1965621.403993685 8370891.682897965, 1965709.936384713 8370953.179763268, 1965695.286739725 8370974.248046382, 1965606.765480646 8370912.773182378))",apartments,"[1965606.765480646, 1965621.403993685, 1965709.936384713, 1965695.2867397247, 1965606.765480646]","[8370912.773182378, 8370891.682897965, 8370953.179763268, 8370974.248046382, 8370912.773182378]"
"POLYGON ((1965878.552017418 8371207.489050698, 1965896.429927639 8371186.375745599, 1965987.021729247 8371263.155722636, 1965969.143819025 8371284.247069458, 1965878.552017418 8371207.489050698))",apartments,"[1965878.5520174177, 1965896.4299276392, 1965987.021729247, 1965969.143819025, 1965878.5520174177]","[8371207.4890506985, 8371186.375745599, 8371263.155722636, 8371284.2470694585, 8371207.4890506985]"
"POLYGON ((1965609.069794105 8371504.323680197, 1965629.352205327 8371492.014475362, 1965642.721676172 8371514.0158073, 1965662.514281635 8371546.618708197, 1965677.019211286 8371570.505414828, 1965653.497402881 8371584.788682135, 1965656.781327859 8371590.20036207, 1965588.319841021 8371631.786149797, 1965576.48657915 8371612.29070331, 1965648.18746317 8371568.731097844, 1965609.069794105 8371504.323680197))",apartments,"[1965609.0697941054, 1965629.3522053275, 1965642.721676172, 1965662.5142816354, 1965677.0192112855, 1965653.4974028808, 1965656.7813278595, 1965588.3198410214, 1965576.4865791502, 1965648.1874631702, 1965609.0697941054]","[8371504.323680197, 8371492.014475362, 8371514.0158073, 8371546.618708197, 8371570.505414828, 8371584.788682135, 8371590.2003620695, 8371631.786149797, 8371612.29070331, 8371568.731097844, 8371504.323680197]"
"POLYGON ((1964683.002950196 8371825.745361423, 1964704.242709039 8371810.796236742, 1964767.138221338 8371900.114380172, 1964745.898462494 8371915.085865922, 1964683.002950196 8371825.745361423))",apartments,"[1964683.0029501962, 1964704.2427090395, 1964767.1382213377, 1964745.8984624941, 1964683.0029501962]","[8371825.745361423, 8371810.796236742, 8371900.1143801715, 8371915.085865922, 8371825.745361423]"
"POLYGON ((1964877.711871543 8371928.482598952, 1964864.943525949 8371904.993972187, 1964812.823740359 8371933.29566957, 1964825.580954004 8371956.806566609, 1964877.711871543 8371928.482598952))",apartments,"[1964877.7118715425, 1964864.9435259486, 1964812.8237403594, 1964825.580954004, 1964877.7118715425]","[8371928.482598952, 8371904.993972187, 8371933.29566957, 8371956.806566609, 8371928.482598952]"
"POLYGON ((1965244.197899132 8372552.100840209, 1965233.399908525 8372429.679853521, 1965258.914335815 8372427.705695898, 1965260.973746395 8372449.465822031, 1965264.691817387 8372488.860464491, 1965268.231777195 8372526.458588117, 1965270.502694807 8372550.525924231, 1965244.197899132 8372552.100840209))",apartments,"[1965244.1978991323, 1965233.3999085252, 1965258.914335815, 1965260.973746395, 1965264.6918173872, 1965268.2317771947, 1965270.5026948068, 1965244.1978991323]","[8372552.100840209, 8372429.679853521, 8372427.705695898, 8372449.465822031, 8372488.860464491, 8372526.458588117, 8372550.525924231, 8372552.100840209]"
"POLYGON ((1965012.063364981 8372661.236682117, 1965012.018837185 8372634.839856818, 1965031.021074263 8372634.795492481, 1965068.391027323 8372634.728945985, 1965086.402520933 8372634.706763818, 1965086.447048729 8372661.103588645, 1965012.063364981 8372661.236682117))",apartments,"[1965012.063364981, 1965012.0188371846, 1965031.021074263, 1965068.3910273225, 1965086.4025209327, 1965086.447048729, 1965012.063364981]","[8372661.236682117, 8372634.839856818, 8372634.7954924805, 8372634.7289459845, 8372634.706763818, 8372661.103588645, 8372661.236682117]"
"POLYGON ((1964981.617484249 8371739.555423858, 1965004.972313417 8371723.519681985, 1965061.956760754 8371819.889914318, 1965038.501744044 8371833.39737318, 1964981.617484249 8371739.555423858))",apartments,"[1964981.6174842492, 1965004.9723134174, 1965061.9567607543, 1965038.5017440442, 1964981.6174842492]","[8371739.555423858, 8371723.5196819855, 8371819.889914318, 8371833.39737318, 8371739.555423858]"
"POLYGON ((1964736.581021115 8371806.936972084, 1964721.864584432 8371785.378358398, 1964766.570491935 8371754.881455944, 1964781.286928618 8371776.439980467, 1964736.581021115 8371806.936972084))",apartments,"[1964736.581021115, 1964721.8645844322, 1964766.570491935, 1964781.2869286176, 1964736.581021115]","[8371806.936972084, 8371785.378358398, 8371754.881455944, 8371776.439980467, 8371806.936972084]"
"POLYGON ((1964988.897778947 8372391.305873113, 1964985.012728718 8372365.420185247, 1965057.960391035 8372354.462603529, 1965061.845441264 8372380.32607153, 1965040.984168689 8372383.475831119, 1965004.104021389 8372389.021185784, 1964988.897778947 8372391.305873113))",apartments,"[1964988.897778947, 1964985.0127287183, 1965057.9603910348, 1965061.8454412639, 1965040.984168689, 1965004.1040213893, 1964988.897778947]","[8372391.305873113, 8372365.4201852465, 8372354.462603529, 8372380.32607153, 8372383.475831119, 8372389.021185784, 8372391.305873113]"
"POLYGON ((1964898.506352423 8371939.284287173, 1964886.873465635 8371918.013626695, 1965030.08599054 8371839.762965815, 1965041.70774538 8371861.033400582, 1964898.506352423 8371939.284287173))",apartments,"[1964898.5063524228, 1964886.8734656349, 1965030.0859905405, 1965041.7077453795, 1964898.5063524228]","[8371939.284287173, 8371918.013626695, 8371839.762965815, 8371861.033400582, 8371939.284287173]"
"POLYGON ((1965078.966378948 8372397.827217549, 1965075.125856515 8372372.717854977, 1965206.171161077 8372352.688097899, 1965210.011683509 8372377.797392268, 1965190.018702963 8372380.858425167, 1965159.327919351 8372385.538702566, 1965123.872661534 8372390.973151613, 1965094.395260372 8372395.475983855, 1965078.966378948 8372397.827217549))",apartments,"[1965078.966378948, 1965075.1258565155, 1965206.1711610772, 1965210.0116835092, 1965190.018702963, 1965159.3279193512, 1965123.872661534, 1965094.395260372, 1965078.966378948]","[8372397.827217549, 8372372.717854977, 8372352.688097899, 8372377.797392268, 8372380.858425167, 8372385.538702566, 8372390.973151613, 8372395.475983855, 8372397.827217549]"
"POLYGON ((1964968.125561965 8372745.99553059, 1964968.414992641 8372719.798043671, 1965081.671442574 8372721.062441833, 1965081.382011898 8372747.282115755, 1965052.438944292 8372746.949378188, 1965019.621958406 8372746.572275632, 1964989.643619535 8372746.239538109, 1964968.125561965 8372745.99553059))",apartments,"[1964968.125561965, 1964968.4149926407, 1965081.6714425741, 1965081.3820118979, 1965052.4389442916, 1965019.6219584057, 1964989.6436195353, 1964968.125561965]","[8372745.99553059, 8372719.798043671, 8372721.062441833, 8372747.282115755, 8372746.949378188, 8372746.572275632, 8372746.239538109, 8372745.99553059]"
"POLYGON ((1964650.809353459 8371738.246835045, 1964682.746915367 8371782.05141746, 1964662.542427788 8371796.778687414, 1964630.60486588 8371752.974017515, 1964650.809353459 8371738.246835045))",apartments,"[1964650.8093534587, 1964682.7469153672, 1964662.542427788, 1964630.6048658795, 1964650.8093534587]","[8371738.246835045, 8371782.05141746, 8371796.778687414, 8371752.974017515, 8371738.246835045]"
"POLYGON ((1964927.738850705 8372019.177347224, 1964915.271067736 8371996.198577203, 1964866.490866871 8372022.70401807, 1964878.95864984 8372045.660690297, 1964927.738850705 8372019.177347224))",apartments,"[1964927.7388507049, 1964915.2710677362, 1964866.4908668706, 1964878.9586498395, 1964927.7388507049]","[8372019.177347224, 8371996.198577203, 8372022.70401807, 8372045.660690297, 8372019.177347224]"
"POLYGON ((1965087.52684779 8372462.863525911, 1965083.274443241 8372434.803793189, 1965098.224650855 8372432.541273935, 1965128.191857777 8372427.994055972, 1965162.645240177 8372422.781394923, 1965196.397309786 8372417.657463609, 1965215.277095424 8372414.796048977, 1965219.529499972 8372442.833523978, 1965087.52684779 8372462.863525911))",apartments,"[1965087.52684779, 1965083.2744432413, 1965098.2246508552, 1965128.1918577766, 1965162.6452401772, 1965196.3973097857, 1965215.2770954242, 1965219.5294999722, 1965087.52684779]","[8372462.863525911, 8372434.803793189, 8372432.541273935, 8372427.994055972, 8372422.781394923, 8372417.657463609, 8372414.796048977, 8372442.833523978, 8372462.863525911]"
"POLYGON ((1964924.699828606 8372121.651112241, 1964914.157872829 8372094.790427028, 1965117.137832341 8372015.051809884, 1965127.690920068 8372041.912204639, 1964924.699828606 8372121.651112241))",apartments,"[1964924.6998286063, 1964914.1578728287, 1965117.1378323408, 1965127.690920068, 1964924.6998286063]","[8372121.651112241, 8372094.790427028, 8372015.051809884, 8372041.912204639, 8372121.651112241]"
"POLYGON ((1965099.271054069 8372640.474129242, 1965099.092942883 8372612.502449048, 1965113.074670927 8372612.413720655, 1965140.448133713 8372613.101365752, 1965179.153920662 8372612.014442882, 1965211.169406214 8372611.814804008, 1965231.396157691 8372611.681711424, 1965231.574268876 8372639.653388504, 1965099.271054069 8372640.474129242))",apartments,"[1965099.2710540688, 1965099.092942883, 1965113.074670927, 1965140.448133713, 1965179.1539206617, 1965211.1694062138, 1965231.396157691, 1965231.574268876, 1965099.2710540688]","[8372640.474129242, 8372612.502449048, 8372612.413720655, 8372613.101365752, 8372612.014442882, 8372611.814804008, 8372611.681711424, 8372639.653388504, 8372640.474129242]"
"POLYGON ((1964842.301141521 8372095.500204406, 1964866.802561445 8372084.321218664, 1964889.611925109 8372134.294078036, 1964865.110505185 8372145.473139531, 1964842.301141521 8372095.500204406))",apartments,"[1964842.3011415214, 1964866.802561445, 1964889.6119251086, 1964865.1105051846, 1964842.3011415214]","[8372095.500204406, 8372084.321218664, 8372134.294078036, 8372145.473139531, 8372095.500204406]"
